,Player Name,Nation,Position,Age,Matches Played,Playing Time_Starts,Minutes Played,Goals,Assists,Goals+Assists,Non-Penalty Goals,Penalties Scored,Penalties Taken,Yellow Cards,Red Cards,xG,Non-Penalty xG (npxG),xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progrssive Passes Received,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,League_Previous_Season
120,Ethan Pinnock,jm JAM,DF,31.0,22.0,21,1913.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.3,3.0,41.0,9.0,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Brentford,English Premier League
121,Kristoffer Ajer,no NOR,DF,26.0,24.0,17,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.2,27.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Brentford,English Premier League
122,Yehor Yarmoliuk,ua UKR,MF,20.0,31.0,15,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.9,1.5,15.0,63.0,47.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Brentford,English Premier League
123,Mads Roerslev,dk DEN,DF,25.0,19.0,11,1101.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,3.0,3.2,17.0,51.0,54.0,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,Brentford,English Premier League
124,Mathias Jensen,dk DEN,MF,28.0,24.0,8,862.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.7,1.9,6.0,61.0,27.0,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2,Brentford,English Premier League
125,Michael Kayode,it ITA,DF,20.0,12.0,6,528.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.5,12.0,12.0,24.0,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,Brentford,English Premier League
126,Fabio Carvalho,pt POR,"FW,MF",21.0,19.0,3,455.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,9.0,17.0,23.0,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62,Brentford,English Premier League
127,Ben Mee,eng ENG,DF,34.0,7.0,2,183.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
128,Thiago,br BRA,"FW,MF",23.0,8.0,1,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,Brentford,English Premier League
129,Hákon Rafn Valdimarsson,is ISL,GK,22.0,2.0,1,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
130,Edmond-Paris Maghoma,eng ENG,"MF,FW",23.0,8.0,0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,Brentford,English Premier League
131,Rico Henry,eng ENG,DF,27.0,5.0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
132,Yunus Emre Konak,tr TUR,"FW,MF",18.0,10.0,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Brentford,English Premier League
133,Kim Jisoo,kr KOR,DF,19.0,3.0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
134,Frank Onyeka,ng NGA,MF,26.0,2.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
135,Gustavo Nunes,br BRA,"FW,MF",18.0,3.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
136,Jayden Meghoma,eng ENG,DF,18.0,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
137,Ryan Trevitt,eng ENG,MF,21.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,English Premier League
145,Bart Verbruggen,nl NED,GK,21.0,36.0,36,3240.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion,English Premier League
146,Jan Paul van Hecke,nl NED,DF,24.0,34.0,33,2958.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,1.5,2.8,55.0,228.0,5.0,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Brighton-and-Hove-Albion,English Premier League
147,Carlos Baleba,cm CMR,MF,20.0,34.0,31,2661.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,3.1,3.1,1.3,4.4,43.0,118.0,29.0,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15,Brighton-and-Hove-Albion,English Premier League
148,Kaoru Mitoma,jp JPN,"FW,MF",27.0,36.0,28,2603.0,10.0,4.0,14.0,10.0,0.0,0.0,1.0,0.0,9.2,9.2,4.6,13.8,146.0,89.0,291.0,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,Brighton-and-Hove-Albion,English Premier League
149,Pervis Estupiñán,ec ECU,DF,26.0,30.0,26,2402.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,2.1,3.3,59.0,132.0,112.0,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Brighton-and-Hove-Albion,English Premier League
150,Danny Welbeck,eng ENG,FW,33.0,30.0,24,2115.0,10.0,4.0,14.0,9.0,1.0,1.0,5.0,0.0,9.6,8.8,1.4,10.1,21.0,47.0,95.0,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,Brighton-and-Hove-Albion,English Premier League
151,Lewis Dunk,eng ENG,DF,32.0,25.0,23,2083.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.3,20.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Brighton-and-Hove-Albion,English Premier League
152,João Pedro,br BRA,"FW,MF",22.0,27.0,23,1948.0,10.0,6.0,16.0,5.0,5.0,5.0,4.0,1.0,8.9,5.0,5.0,10.0,66.0,78.0,128.0,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,Brighton-and-Hove-Albion,English Premier League
153,Yasin Ayari,se SWE,MF,20.0,34.0,22,1965.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,2.3,4.8,30.0,75.0,61.0,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,Brighton-and-Hove-Albion,English Premier League
154,Jack Hinshelwood,eng ENG,"MF,DF",19.0,26.0,22,1842.0,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,2.7,2.7,1.5,4.2,19.0,68.0,54.0,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21,Brighton-and-Hove-Albion,English Premier League
155,Yankuba Minteh,gm GAM,"FW,MF",20.0,32.0,20,1838.0,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,4.1,4.1,5.0,9.1,90.0,48.0,201.0,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44,Brighton-and-Hove-Albion,English Premier League
156,Joël Veltman,nl NED,DF,32.0,21.0,19,1697.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.5,0.9,32.0,85.0,34.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Brighton-and-Hove-Albion,English Premier League
157,Georginio Rutter,fr FRA,"MF,FW",22.0,28.0,19,1656.0,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,4.6,4.6,2.5,7.1,42.0,67.0,79.0,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Brighton-and-Hove-Albion,English Premier League
158,Simon Adingra,ci CIV,"FW,MF",22.0,29.0,12,1097.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,4.9,50.0,18.0,136.0,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4,Brighton-and-Hove-Albion,English Premier League
159,Matt O'Riley,dk DEN,MF,23.0,21.0,11,938.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.8,2.0,2.4,4.4,22.0,38.0,52.0,0.19,0.19,0.38,0.1,0.29,0.27,0.23,0.5,0.2,0.42,Brighton-and-Hove-Albion,English Premier League
160,Adam Webster,eng ENG,DF,29.0,14.0,11,887.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,8.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Brighton-and-Hove-Albion,English Premier League
161,Mats Wieffer,nl NED,"DF,MF",24.0,25.0,10,1015.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.6,2.4,18.0,62.0,23.0,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,Brighton-and-Hove-Albion,English Premier League
162,Igor,br BRA,DF,26.0,13.0,10,961.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,9.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Brighton-and-Hove-Albion,English Premier League
163,Tariq Lamptey,gh GHA,DF,23.0,15.0,10,860.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,32.0,14.0,45.0,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,Brighton-and-Hove-Albion,English Premier League
164,Brajan Gruda,de GER,"MF,FW",20.0,21.0,8,687.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,2.1,3.3,22.0,26.0,57.0,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,Brighton-and-Hove-Albion,English Premier League
165,Ferdi Kadioglu,tr TUR,"DF,MF",24.0,6.0,5,385.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,1.0,15.0,27.0,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14,Brighton-and-Hove-Albion,English Premier League
166,Diego Gómez,py PAR,MF,21.0,16.0,4,516.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,8.0,27.0,23.0,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,Brighton-and-Hove-Albion,English Premier League
167,James Milner,eng ENG,MF,38.0,4.0,3,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Brighton-and-Hove-Albion,English Premier League
168,Julio Enciso,py PAR,"MF,FW",20.0,12.0,2,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,11.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,Brighton-and-Hove-Albion,English Premier League
169,Evan Ferguson,ie IRL,FW,19.0,13.0,2,246.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,1.0,2.0,1.0,9.0,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,Brighton-and-Hove-Albion,English Premier League
170,Jason Steele,eng ENG,GK,33.0,2.0,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion,English Premier League
171,Solly March,eng ENG,"FW,MF",30.0,8.0,1,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,5.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19,Brighton-and-Hove-Albion,English Premier League
172,Billy Gilmour,sct SCO,MF,23.0,2.0,1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Brighton-and-Hove-Albion,English Premier League
173,Eiran Cashin,ie IRL,DF,22.0,2.0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion,English Premier League
174,Jakub Moder,pl POL,MF,25.0,4.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,Brighton-and-Hove-Albion,English Premier League
175,Jeremy Sarmiento,ec ECU,MF,22.0,1.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion,English Premier League
176,Harry Howell,eng ENG,FW,15.0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion,English Premier League
187,Maxime Estève,fr FRA,DF,22.0,46.0,46,4055.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.1,1.0,19.0,140.0,2.0,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,Burnley,EFL Championship
188,James Trafford,eng ENG,GK,21.0,45.0,45,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
189,Josh Cullen,ie IRL,MF,28.0,44.0,43,3801.0,2.0,3.0,5.0,2.0,0.0,0.0,11.0,0.0,1.7,1.7,2.6,4.3,23.0,218.0,53.0,0.05,0.07,0.12,0.05,0.12,0.04,0.06,0.1,0.04,0.1,Burnley,EFL Championship
190,Jaidon Anthony,eng ENG,"FW,MF",24.0,43.0,42,3661.0,8.0,7.0,15.0,8.0,0.0,0.0,4.0,0.0,9.4,9.4,8.0,17.3,184.0,159.0,375.0,0.2,0.17,0.37,0.2,0.37,0.23,0.2,0.43,0.23,0.43,Burnley,EFL Championship
191,Connor Roberts,wls WAL,DF,28.0,41.0,40,3636.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,2.5,2.5,2.4,4.9,49.0,238.0,98.0,0.05,0.07,0.12,0.05,0.12,0.06,0.06,0.12,0.06,0.12,Burnley,EFL Championship
192,CJ Egan-Riley,eng ENG,DF,21.0,41.0,40,3601.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,0.6,1.7,26.0,129.0,9.0,0.02,0.02,0.05,0.02,0.05,0.03,0.02,0.04,0.03,0.04,Burnley,EFL Championship
193,Josh Brownhill,eng ENG,"MF,FW",28.0,42.0,39,3474.0,18.0,6.0,24.0,15.0,3.0,3.0,5.0,0.0,9.9,7.5,4.4,12.0,33.0,165.0,145.0,0.47,0.16,0.62,0.39,0.54,0.26,0.12,0.37,0.19,0.31,Burnley,EFL Championship
194,Lucas,br BRA,DF,23.0,34.0,32,2794.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,3.1,65.0,106.0,131.0,0.0,0.06,0.06,0.0,0.06,0.03,0.07,0.1,0.03,0.1,Burnley,EFL Championship
195,Zian Flemming,nl NED,FW,25.0,35.0,28,2424.0,12.0,4.0,16.0,12.0,0.0,0.0,3.0,0.0,9.1,9.1,3.6,12.7,19.0,38.0,90.0,0.45,0.15,0.59,0.45,0.59,0.34,0.13,0.47,0.34,0.47,Burnley,EFL Championship
196,Josh Laurent,eng ENG,MF,29.0,42.0,25,2451.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.1,3.1,3.2,6.3,38.0,109.0,89.0,0.07,0.07,0.15,0.07,0.15,0.12,0.12,0.23,0.12,0.23,Burnley,EFL Championship
197,Hannibal Mejbri,tn TUN,"MF,FW",21.0,37.0,23,1924.0,1.0,4.0,5.0,1.0,0.0,0.0,8.0,1.0,2.6,2.6,3.2,5.8,46.0,95.0,121.0,0.05,0.19,0.23,0.05,0.23,0.12,0.15,0.27,0.12,0.27,Burnley,EFL Championship
198,Bashir Humphreys,eng ENG,DF,21.0,25.0,20,1777.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.6,0.6,0.8,1.4,36.0,87.0,55.0,0.05,0.1,0.15,0.05,0.15,0.03,0.04,0.07,0.03,0.07,Burnley,EFL Championship
199,Luca Koleosho,it ITA,"FW,MF",19.0,28.0,20,1677.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,2.4,4.3,84.0,66.0,185.0,0.11,0.0,0.11,0.11,0.11,0.1,0.13,0.23,0.1,0.23,Burnley,EFL Championship
200,Lyle Foster,za RSA,FW,23.0,28.0,17,1590.0,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,4.4,4.4,2.7,7.1,41.0,37.0,103.0,0.11,0.28,0.4,0.11,0.4,0.25,0.15,0.4,0.25,0.4,Burnley,EFL Championship
201,Marcus Edwards,eng ENG,"FW,MF",25.0,14.0,12,936.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.2,3.8,49.0,50.0,108.0,0.1,0.1,0.19,0.1,0.19,0.16,0.21,0.37,0.16,0.37,Burnley,EFL Championship
202,Jeremy Sarmiento,ec ECU,"FW,MF",22.0,35.0,11,1166.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,0.7,3.7,47.0,38.0,67.0,0.31,0.0,0.31,0.31,0.31,0.23,0.06,0.29,0.23,0.29,Burnley,EFL Championship
203,Jay Rodriguez,eng ENG,FW,35.0,20.0,8,747.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.5,1.7,0.3,2.1,2.0,11.0,24.0,0.24,0.0,0.24,0.12,0.12,0.3,0.04,0.34,0.21,0.25,Burnley,EFL Championship
204,Joe Worrall,eng ENG,DF,27.0,9.0,3,285.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,0.0,15.0,1.0,0.0,0.32,0.32,0.0,0.32,0.09,0.08,0.16,0.09,0.16,Burnley,EFL Championship
205,Vitinho,br BRA,"MF,FW",25.0,3.0,3,235.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,5.0,6.0,9.0,0.38,0.38,0.77,0.38,0.77,0.14,0.2,0.34,0.14,0.34,Burnley,EFL Championship
206,Andreas Hountondji,bj BEN,"FW,MF",22.0,9.0,2,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Burnley,EFL Championship
207,Dara O'Shea,ie IRL,DF,25.0,2.0,2,180.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.06,0.02,0.08,0.06,0.08,Burnley,EFL Championship
208,John Egan,ie IRL,DF,31.0,7.0,1,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Burnley,EFL Championship
209,Ashley Barnes,eng ENG,"FW,MF",34.0,13.0,1,134.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,1.0,3.0,5.0,0.67,0.67,1.34,0.67,1.34,0.61,0.23,0.84,0.61,0.84,Burnley,EFL Championship
210,Han-Noah Massengo,fr FRA,MF,23.0,8.0,1,97.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,2.0,2.0,0.0,0.93,0.93,0.0,0.93,0.22,0.08,0.3,0.22,0.3,Burnley,EFL Championship
211,Václav Hladký,cz CZE,GK,33.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
212,Wilson Odobert,fr FRA,MF,19.0,1.0,1,89.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,3.0,3.0,7.0,1.01,0.0,1.01,1.01,1.01,0.58,0.21,0.79,0.58,0.79,Burnley,EFL Championship
213,Enock Agyei,be BEL,"FW,MF",19.0,3.0,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,8.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Burnley,EFL Championship
214,Benson Manuel,ao ANG,"MF,FW",27.0,3.0,0,46.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,4.0,11.0,1.96,0.0,1.96,1.96,1.96,0.2,0.0,0.2,0.2,0.2,Burnley,EFL Championship
215,Zeki Amdouni,ch SUI,MF,23.0,2.0,0,35.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.57,0.0,2.57,2.57,2.57,0.09,0.0,0.09,0.09,0.09,Burnley,EFL Championship
216,Oliver Sonne,pe PER,DF,23.0,2.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.62,Burnley,EFL Championship
217,Wout Weghorst,nl NED,FW,31.0,2.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
218,Anass Zaroury,ma MAR,"FW,MF",23.0,1.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
219,Shurandy Sambo,nl NED,MF,22.0,1.0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
220,Jóhann Berg Guðmundsson,is ISL,MF,33.0,1.0,0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,5.63,0.0,5.63,5.63,5.63,0.45,0.0,0.45,0.45,0.45,Burnley,EFL Championship
221,Nathan Redmond,eng ENG,FW,30.0,2.0,0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,3.0,0.0,6.43,6.43,0.0,6.43,0.0,1.28,1.28,0.0,1.28,Burnley,EFL Championship
222,Jonjo Shelvey,eng ENG,"MF,FW",32.0,2.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.13,0.0,3.13,Burnley,EFL Championship
223,Aaron Ramsey,eng ENG,MF,21.0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
224,Luke McNally,ie IRL,"DF,MF",24.0,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,EFL Championship
234,Moisés Caicedo,ec ECU,"MF,DF",22.0,38.0,38,3351.0,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,0.8,0.8,3.0,3.8,43.0,215.0,37.0,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1,Chelsea,English Premier League
235,Cole Palmer,eng ENG,"MF,FW",22.0,37.0,36,3191.0,15.0,8.0,23.0,11.0,4.0,5.0,7.0,0.0,17.3,13.3,10.9,24.2,120.0,214.0,187.0,0.42,0.23,0.65,0.31,0.54,0.49,0.31,0.79,0.38,0.68,Chelsea,English Premier League
